Name,Symbol,Price Usd,Volume24h,Volume30d,MarketCap,Dominance,YtdPriceChangePercentage,cmcRank,marketPairCount,circulatingSupply,totalSupply
Pinkie Inu,PINKIE,4.94E-08,530.911379,16857.51704,0,0,26.7009,6291,1,0,1E+13
Minato,MNTO,2.155157054,530.6308856,15858.31606,0,0,5.284,6292,5,0,999996
AstroSpaces.io,SPACES,1.34E-06,529.9115194,16583.63497,0,0,192.503,6293,3,0,1E+12
Okidoki Social,DOKI,0.001920245,527.679194,16529.1953,0,0,-22.3663,6294,1,0,100000000
OpenXSwap Gov. Token,XOPENX,0.256282577,527.1819382,16937.23374,0,0,127.6031,6295,2,0,515000
SideKick Token,SK,0.023440767,526.0369428,14437.2849,0,0,7.1002,6296,2,0,0
BabyKitty,BABYKITTY,1.61E-20,524.7815268,16296.46054,0,0,61.3312,6297,5,0,9.0072E+15
BiTToken,BITT,0.033061649,524.2688314,16971.82311,0,0,38.8951,6298,8,0,0
A4 Finance,A4,0.010938083,520.436095,16708.46017,0,0,-14.1285,6299,5,0,1000000000
GINZA NETWORK,GINZA,0.005318892,519.8840317,16613.56416,0,0,13.0177,6300,16,0,651028652
JPool Staked SOL (JSOL),JSOL,25.07692819,519.6873985,17504.29855,0,0,133.9,6301,8,0,100780.5207
Oogear,OG,0.000107001,519.4824082,15810.02568,0,0,58.469,6302,1,0,583385860
CronosVerse,VRSE,0.003511303,519.0425783,14436.96596,0,0,182.278,6303,1,0,100000000
Kitsumon,$KMC,1.83E-05,518.2852672,16561.96266,0,0,-6.9726,6304,9,0,74929780553
Balance Network,BLN,0.056926953,516.5617329,14339.7295,0,0,33.8296,6305,4,0,200000000
DOJO Coin,DOJO COIN,1.61E-05,512.6760101,14271.03596,0,0,-20.5508,6306,2,0,1971628000
PartyFi,PFI,0.003443296,512.2059106,14361.30693,0,0,55.1034,6307,2,0,200000000
PulseDoge,PULSEDOGE,0.000967777,510.7187988,15849.88555,0,0,-45.9692,6308,4,0,0
Wolf Town Wool,WTWOOL,0.000115328,510.4439076,15660.67623,0,0,46.5938,6309,1,0,5000000000
GScarab,GSCARAB,0.867438364,508.3660072,14927.91761,0,0,105.239,6310,8,0,59501
Kindness For Soul (new),KFS G,40.22632536,507.1402183,15226.72365,0,0,-29.0212,6311,3,0,0
Nirvana NIRV,NIRV,0.015333432,506.6918277,15343.34635,0,0,4.7863,6312,3,0,2227135
DeFido,DEFIDO,0.001416577,506.1740221,15747.47909,0,0,14.6061,6313,5,0,0
Draken,DRK,0.000951612,504.9718147,15158.88251,0,0,51.0961,6314,4,0,0
SolAPE Token,SOLAPE,0.001334855,502.6082172,13702.69306,0,0,70.3955,6315,3,0,0
Meeiro,MEE,0.185783788,499.4155065,14781.04538,0,0,105.7861,6316,3,0,49200000
DAIN,DAIN,0.002100469,498.2948369,14503.27505,0,0,24.3264,6317,1,0,5000000000
GrimToken,GRIM,0.017049309,497.8827966,15896.73996,0,0,152.6368,6318,4,0,9319458.903
Noah's Ark Coin,NAC,0.004256266,496.9945812,14093.80417,0,0,3.094,6319,1,0,0
KoaCombat,KOACOMBAT,9.70E-12,496.933096,15430.79052,0,0,-27.7207,6320,1,0,5.00E+16
YFIONE,YFO,4.189494325,495.4676692,15261.83521,0,0,-18.4007,6321,16,0,0
fomobsc,FOMO,0.004686249,494.4765672,15770.48685,0,0,0,6322,1,0,10000000
BTS Chain,BTSC,0.001547345,494.0930739,14477.31149,0,0,-42.6733,6323,3,0,0
PirateCash,PIRATE,0.009322724,493.8690616,13439.31638,0,0,57.0417,6324,9,0,48460770
Vaulteum,VAULT,0.052652363,491.9692097,14732.83775,0,0,-81.3085,6325,1,0,1000000
StaySAFU,SAFU,5.707531421,490.9942695,14426.52045,0,0,62.6138,6326,3,0,20000
Lulu Market,LUCK,7.67E-05,490.941098,14909.64788,0,0,1.7214,6327,2,0,10000000000
Decurian,ECU,13.50959947,489.8246217,15640.90028,0,0,-75.0023,6328,1,0,50000000
COMMUNIQUE,CMQ,0.019256106,488.4011553,14344.27731,0,0,-11.2983,6329,3,0,0
Vconomics - Decentralized Digital Economy,MICS,9.47E-05,483.9629124,15703.83254,0,0,-31.3971,6330,2,0,11000000000
Pomerium,PMR,0.00161442,483.6648713,14677.21042,0,0,31.4442,6331,2,0,10000000000
DragonMaster,TOTEM,0.001126427,482.3754048,13500.38969,0,0,-0.237,6332,1,0,0
Melody,SGS,0.007656555,482.2426911,13550.87385,0,0,-19.2383,6333,4,0,10000000
Pink Panther Lovers,PPL,6.45E-12,481.4174397,13195.66851,0,0,158.8201,6334,1,0,2.10E+16
R U Generous,RUG,3.932301036,481.3426911,13973.51009,0,0,30.819,6335,6,0,6121
OEC FIL,FILK,5.370271954,479.2363724,15237.22836,0,0,72.8278,6336,11,0,0
ECO,ECO,0.020202059,478.9686015,13373.77595,0,0,-4.8073,6337,3,0,10000000000
Asgard Games,ASG,0.000317917,475.6684045,15428.4152,0,0,-55.2138,6338,2,0,1E+11
Potato,POTATO,1.71E-08,474.8923053,13860.58932,0,0,-20.913,6339,2,0,0
BODA Token,BODAV2,5.12E-10,466.9443037,14657.00738,0,0,27.6783,6340,5,0,1E+15
BALI TOKEN,BLI,2.89E-09,464.5178046,15327.35602,0,0,-19.9047,6341,4,0,9E+14
D-Drops,DOP,0.00510203,462.7928755,13083.19853,0,0,41.9776,6342,1,0,335698407
Archie Neko,ARCHIE,3.28E-17,462.0837016,14573.24091,0,0,42.7792,6343,1,0,0
Magic Beasties,BSTS,2.41E-07,461.4817454,14182.55977,0,0,-8.1355,6344,7,0,0
Liquidifty,LQT,0.013377646,460.8335501,13123.8715,0,0,26.5861,6345,4,0,50000000
Baby Floki Billionaire,BabyFB,1.32E-10,460.6779755,13186.88217,0,0,899.8526,6346,10,0,0
LetCoinShop,LCS,0.015264927,459.8931023,13052.53354,0,0,41.2595,6347,3,0,500000000
Jaiho Crypto,JAIHO,0.001633782,455.8882989,14684.29254,0,0,6.4191,6348,2,0,500000000
JOJO,JOJO,3.11E-05,455.8571606,14402.4007,0,0,16.5437,6349,6,0,0
Algomint,GOBTC,24419.46157,453.7244705,13812.48341,0,0,47.8455,6350,3,0,21000000
AlgoDAO,ADAO,0.081418164,452.5754303,13998.86176,0,0,-5.6277,6351,1,0,100000000
AmpleSwap,AMPLE,0.000226962,449.2469503,13155.80187,0,0,28.8639,6352,5,0,448803681
Joe Hat Token,HAT,659.2549067,448.6216491,14025.21391,0,0,59.7664,6353,2,0,0
CLIMB TOKEN FINANCE,CLIMB,0.588514948,447.5970101,13068.24662,0,0,31.0841,6354,7,0,0
ArcadeNetwork,ARC,0.001384434,445.6695595,14524.51031,0,0,114.6986,6355,5,0,249473808
Smart Marketing Token,SMT,0.0847189,440.4973269,14226.00023,0,0,-10.2277,6356,1,0,10000000
HunnyDAO,LOVE,0.041651039,440.0218494,12842.12833,0,0,0.2436,6357,5,0,75467
Algory Project,ALG,0.046262039,438.8082508,13697.31704,0,0,47.5079,6358,2,0,15300000
Jurassic Crypto,JRSC,0.001091109,438.7934712,14225.43884,0,0,46.6176,6359,2,0,20000000
Grave,GRVE,0.05553556,436.9163846,13716.3585,0,0,-6.3866,6360,4,0,45990000
BerylBit,BRB,0.00072822,435.2323473,12354.00956,0,0,-19.4156,6361,4,0,283218636
Athos Finance,ATH,0.12192223,435.0206428,12074.39541,0,0,-45.6865,6362,2,0,100000000
XX Platform,XXP,0.071511977,434.4425481,12381.7799,0,0,307.2061,6363,4,0,0
Honey,HNY,2.199384592,433.9425016,12732.62883,0,0,-28.185,6364,3,0,1000000
happy birthday coin,HBDC,0.001439321,433.5832285,13286.736,0,0,30.8877,6365,9,0,7700000000
Bitnity,BTNTY,0.007262259,433.1178303,14113.36971,0,0,0,6366,1,0,0
Polars,POL,0.002264345,431.9618274,11860.63265,0,0,-14.3692,6367,5,0,899689442
Metacourt,BLS,0.000182762,431.3410438,13833.977,0,0,-12.3624,6368,4,0,950000000
Autobusd,ABS,0.006190992,431.2750356,11820.9559,0,0,32.2851,6369,7,0,2000000
xPERPS,XPERPS,0.016258592,429.7991659,13423.32764,0,0,-20.6745,6370,2,0,100000000
CookieSale,COOKIE,0.00873479,429.4160718,13553.94287,0,0,51.2764,6371,1,0,100000000
DogeTrend,DOGETREND,1.89E-12,426.4424479,11634.24469,0,0,0,6372,1,0,1.00E+17
NFTPad,NFTPAD,0.002047408,426.3094439,13749.45195,0,0,-9.4973,6373,5,0,200000000
X7 Coin,X7C,0.005001116,425.9368871,13499.54986,0,0,4.222,6374,2,0,21000000000
Aidi Finance (BSC),AIDI,1.31E-11,424.8800094,12267.03627,0,0,15.1056,6375,2,0,1.00E+17
Kaiken Shiba,KSHIB,5.41E-13,423.5796299,11876.32499,0,0,359.9723,6376,2,0,0
Echelon,ECH,0.00059683,420.9225771,12958.71656,0,0,63.8196,6377,24,0,0
Golden Doge,GDOGE,5.92E-12,418.1744476,12615.17187,0,0,-25.5578,6378,6,0,1.00E+17
MICROCOSM,MIC,2.677973827,417.8215036,11757.67511,0,0,-26.7303,6379,9,0,0
OOGI,OOGI,2.93E-06,413.9994823,13217.52249,0,0,-11.5886,6380,7,0,18400000000
MOVE Network,MOVD,0.000381085,413.7389737,12930.67384,0,0,-11.1416,6381,2,0,1000000000
BlockBlend,BBL,0.009907176,413.1878357,12885.44532,0,0,21.2121,6382,1,0,100000000
DiversiFi Blue,DVFB,9.83E-07,411.69795,11535.45756,0,0,13.6854,6383,2,0,1E+11
StepD,STEPD,5.59E-06,408.9710095,13102.84288,0,0,-5.9992,6384,1,0,5999985588
MsgSender,MSG,0.05288416,407.051259,12984.35807,0,0,23.8514,6385,3,0,11000000
Crolon Mars,CLMRS,0.000617887,405.1274355,11379.57959,0,0,44.2741,6386,1,0,1000000000
Kassandra,KACY,0.134995158,403.0483897,12935.79011,0,0,226.8241,6387,2,0,10000000
Dx Spot,DXS,7.72E-05,402.0629225,11109.62309,0,0,-5.4996,6388,11,0,1000000000
Sphynx BSC,SPHYNX,0.001204145,400.7781244,11949.44746,0,0,21.7655,6389,9,0,0
Krogan,KRO,0.00248766,400.6829896,13173.92931,0,0,2.4923,6390,1,0,0
Uniform Fiscal Object,UFO,0.000246208,398.7438942,11437.06591,0,0,13.9189,6391,6,0,3934290495
Slime Royale Cupid Essence,SCE,0.001030232,395.3402849,12805.00367,0,0,2.4082,6392,2,0,25000000000
Lego Coin,LEGO,0.03824606,392.7394053,12951.85061,0,0,17.9845,6393,11,0,1E+14
Yawww,YAW,0.000218291,392.4983821,11609.10471,0,0,-80.3452,6394,3,0,300000000
WealthSecrets,WSC,1.44E-05,391.1965101,11138.49661,0,0,38.9331,6395,6,0,27000000000
DegenX,DGNX,0.156238454,389.9287313,12448.24554,0,0,317.3423,6396,2,0,21000000
Umbria Network,UMBR,0.469688392,389.4191507,11035.27322,0,0,-8.381,6397,1,0,0
Dachshund,DSD,0.000293411,389.2482729,11623.41692,0,0,54.4561,6398,1,0,100000000
PathFundV2,PATH,0.001844865,389.0425856,11700.14754,0,0,0.1923,6399,1,0,100000000
PumpETH,PETH,1.39E-06,388.6753535,12693.63498,0,0,914230.0449,6400,2,0,0
UNCL,UNCL,7.148798751,388.3031789,11216.96137,0,0,12.1395,6401,6,0,0
GreenTek,GTE,0.038840098,388.2587441,10546.69645,0,0,3102.0541,6402,1,0,2000000000
Glitter Finance,XGLI,0.004041951,388.1624196,64694.88814,0,0,173.1157,6403,9,0,500000000
PlayNity,PLY,0.003263012,387.532992,11580.4271,0,0,47.3925,6404,4,0,150000000
Plant Empires,PEFI,0.002511021,385.5711817,11635.44358,0,0,-23.9827,6405,2,0,2500000000
Space Vikings,SVT,1.43E-10,385.3181127,11261.0778,0,0,26.9631,6406,2,0,1E+15
Story,STORY,2.25E-05,384.0714653,12514.38183,0,0,-1.4283,6407,5,0,0
Rabbitking,RABBITKING,8.63E-11,383.6870346,11712.92885,0,0,-94.5406,6408,1,0,1E+15
UCX,UCX,0.181140411,383.1092168,11607.51209,0,0,170.4422,6409,2,0,0
SBF Goes to Prison,SBFP,0.054654876,383.0485851,11824.11589,0,0,10.1347,6410,1,0,1000000
BabyBitcoin,BABYBITC,3.21E-12,381.9205453,11867.87444,0,0,231.0008,6411,3,0,0
The Neko,NEKO,1.89E-05,381.1958982,12013.74787,0,0,-41.5605,6412,3,0,1E+11
TETHEREUM,T99,9.74E-05,379.0470557,10652.00645,0,0,-35.8686,6413,2,0,9999999999
OASISBloc,OSB,0.008101807,377.0863094,10349.08554,0,0,0.4251,6414,1,0,0
Bitcoin Latinum,LTNM,0.556546907,376.6903103,8064.495944,0,0,268.2,6415,11,0,0
PlanetCats,CATCOIN,0.000533469,376.039729,11719.4574,0,0,-44.4433,6416,1,0,1458051300
RedFEG,REDFEG,1.30E-13,373.7021014,10169.50877,0,0,27.9318,6417,1,0,0
CSR,CSR,0.010289456,373.0647747,11339.14873,0,0,-26.1661,6418,1,0,0
NFT Global,NFTG,0.000188332,371.679403,12066.59449,0,0,5.377,6419,4,0,0
Voltage,VOLT,0.015424774,369.1959877,11036.3111,0,0,42.3772,6420,1,0,0
FONE,FONE,9.39E-06,368.7473664,12050.53608,0,0,-11.2843,6421,1,0,10000000000
Feyorra,FEY,0.009113994,367.9319293,11276.86057,0,0,39.6282,6422,6,0,0
Shibird,SHIRD,1.67E-05,367.9289761,11979.08958,0,0,-81.426,6423,2,0,1000000000
Corgidoge,CORGI,7.31E-08,365.4362175,10232.89019,0,0,21.8413,6424,14,0,9E+12
Starfish OS,IGT,0.009693176,365.3684924,10592.44293,0,0,-85.7191,6425,5,0,50000000
AtomPad,ATPAD,0.008800106,364.8784672,10636.70911,0,0,26.4506,6426,2,0,20000000
Value Finance,VFT,0.000304795,364.8503881,10287.01239,0,0,576.3769,6427,2,0,400000000
Moonarch.app,MOONARCH,0.006209034,364.3460649,10450.5324,0,0,21.7355,6428,2,0,0
Pi Network DeFi,PI NETWORK DEFI,3.44E-05,364.149418,9964.297085,0,0,-15.1376,6429,5,0,0
HashLand Coin,HC,0.431326263,363.8477926,10769.17314,0,0,43.0809,6430,6,0,20953078.9
Subawu Token,SUBAWU,9.05E-11,363.7220971,10810.83954,0,0,467.6084,6431,2,0,8.6E+14
Klaymore Stakehouse,HOUSE,0.007031836,363.6783401,11851.77504,0,0,13.6541,6432,1,0,700000000
METAROBOX,RBX,2.95E-06,362.251337,10754.78649,0,0,-31.7916,6433,1,0,1E+12
xMooney,XM,3.61E-05,361.890017,11617.27846,0,0,23.1249,6434,2,0,21000000000
DGPayment,DGP,0.003200714,361.2651831,9875.466179,0,0,-42.8268,6435,1,0,350000000
EncrypGen,DNA,0.010655011,360.4999948,10534.2192,0,0,-18.0321,6436,4,0,70938084.47
Gnome Mines,GMINES,5.30E-05,359.4855141,10179.7293,0,0,-58.7381,6437,1,0,100000000
Famcentral,FAM,0.01443154,359.0606416,10193.03378,0,0,-28.6272,6438,4,0,100000000
PanicSwap,PANIC,0.00230893,358.0294981,11295.05977,0,0,146.9464,6439,4,0,0
Starter,START,0.124182186,355.7628026,10109.06396,0,0,79.6444,6440,18,0,0
LOA Protocol,LOA,0.000555123,355.6322389,9028.136806,0,0,-22.9682,6441,2,0,2000000000
DeFi Land Gold,GOLDY,9.72E-05,354.2739725,10175.68487,0,0,-41.5069,6442,1,0,250000010
Dragon War,DRAW,0.000433445,352.6628784,10979.53598,0,0,-45.7642,6443,3,0,1500000000
KodexPay,KXP,1.212052015,350.0128319,9721.881604,0,0,-61.4896,6444,2,0,70000000
Governance ALGO,gALGO,0.270344645,348.9415539,9732.62778,0,0,52.9245,6445,2,0,0
Gbrick,GBX,0.000246208,348.2180477,10208.11907,0,0,48.0946,6446,1,0,1000000000
Coinflect,WCFLT,3.69E-05,347.6149924,10467.71067,0,0,41.0781,6447,4,0,42000000000
Death Token,DEATH,2.89E-07,345.5656675,10501.34102,0,0,317.5863,6448,7,0,0
Omni Consumer Protocols,OCP,0.008232248,343.5645261,11261.11864,0,0,2.2593,6449,3,0,100000000
Little Angry Bunny v2,LAB v2,3.24E-19,343.3603275,11197.09863,0,0,102.2176,6450,5,0,0
For Meta World,4MW,1.67E-06,342.5196583,11086.73064,0,0,23.6692,6451,2,0,5E+11
GamiFi.GG,GMI,7.07E-05,340.8540717,9486.277653,0,0,-11.6284,6452,9,0,1000000000
GAMETREE,GTCOIN,0.024296531,340.5608977,10934.03329,0,0,-70.8045,6453,2,0,10000000000
EverEarn,EARN,8.69E-06,339.9985143,9712.862798,0,0,-20.0921,6454,3,0,0
Grape Network,GRAPE,0.001482188,339.3750255,10632.15456,0,0,-10.3318,6455,2,0,0
BecoSwap Token,BECO,0.000347152,339.2790923,10630.31411,0,0,5.7285,6456,13,0,0
Koakuma,KKMA,0.007206831,337.133693,9355.914051,0,0,0,6457,1,0,0
Luzion Protocol,LZN,0.000302676,335.9703671,10576.65029,0,0,-31.5587,6458,1,0,324758
Adalend,ADAL,0.002376386,334.0130567,9261.349041,0,0,-17.6874,6459,3,0,45000000
CODE,CODE,0.180516321,331.9712172,10777.96083,0,0,17.1784,6460,3,0,10000000
Suuper,SUUPER,0.000424229,330.1016131,10114.59894,0,0,-18.6846,6461,1,0,0
DINGO TOKEN (old),DINGO,3.08E-07,329.396224,9058.189568,0,0,63477.1841,6462,7,0,1E+15
CryptoJetski,CJET,0.000391808,329.3749639,10691.78191,0,0,73.6908,6463,1,0,100000000
LAW TOKEN,LAW,5.19E-05,328.6981921,10773.86563,0,0,-88.9514,6464,6,0,500000000
The Parallel,PRL,0.004378464,327.6463562,9428.654359,0,0,-27.4326,6465,13,0,1000000000
Adonis,ADON,1.024456177,326.53978,10123.66385,0,0,19.9499,6466,4,0,10000000000
PlayChip,PLA,0.000243721,326.4148448,10316.25272,0,0,-26.7009,6467,5,0,50000000000
NiftyPays,NIFTY,0.001850413,324.836558,9821.101135,0,0,-2.5798,6468,1,0,0
Blurt,BLURT,0.005638175,324.3899213,10569.24808,0,0,78.493,6469,2,0,0
CakeWSwap,CAKEW,0.000149397,323.3465317,10591.91772,0,0,38.9594,6470,7,0,1000000
Starbots,BOT,0.004297345,323.0560668,8836.08131,0,0,-44.3868,6471,4,0,200000000
BuckHathCoin,BHIG,0.030283645,322.5994537,9322.79351,0,0,65.5967,6472,1,0,500000000
Husky Avax,HUSKY,6.67E-09,322.5493716,9578.328397,0,0,302.3563,6473,7,0,1E+14
Metahamster,MHAM,1.10E-11,320.90782,8981.178348,0,0,45.4922,6474,2,0,5E+15
ShibaNFT,SHIBANFT,5.42E-10,320.769249,9191.973012,0,0,-9.4135,6475,3,0,9E+14
Power Of Deep Ocean,PODO,0.011831449,320.4728674,10176.13917,0,0,89.1379,6476,1,0,0
Catoshi DAO,CZATS,0.03251765,317.280681,8758.945799,0,0,48.8664,6477,6,0,0
Butterfly Protocol,BFLY,0.019554362,317.1320354,8619.070405,0,0,43.8264,6478,6,0,98412010
Digichain,DIGICHAIN,1.32E-05,316.3747246,9766.706906,0,0,-3.6294,6479,7,0,10000000000
XRPFarm,XF,1.29E-06,316.3029556,9308.03683,0,0,-23.2602,6480,2,0,1E+11
Vitteey,VITY,8.00E-08,315.9658447,9768.534837,0,0,-4.6994,6481,3,0,1E+12
SEKUYA,SKUY,6.40E-07,315.9633884,9900.147425,0,0,-6.316,6482,2,0,4.92054E+11
Eroverse,ERO,2.45E-06,312.4777521,8982.500986,0,0,7.5875,6483,2,0,45000000000
Kingdom Raids,KRS,0.00132331,307.312374,8607.553259,0,0,-85.6482,6484,3,0,1000000000
Bunny King Metaverse,BKM,3.10E-12,307.0920177,9000.391782,0,0,45.2319,6485,1,0,1.93E+16
Algomint,GOETH,1671.2809,306.3840807,9419.449082,0,0,39.4958,6486,1,0,149999997
Dogeon,DON,0.000319939,306.1965318,9429.078493,0,0,52.017,6487,2,0,0
Assent Protocol,ASNT,0.000222717,305.5299975,9256.428403,0,0,83.4394,6488,6,0,0
MetaCash,META,3.40E-10,305.3614087,9273.644035,0,0,22.336,6489,4,0,0
Y5 Crypto,Y5,0.001720086,303.3533872,9315.29453,0,0,-25.62,6490,1,0,1000000000
Meme Lordz,$LORDZ,0.003072396,303.2154037,9496.578249,0,0,35.3778,6491,3,0,100000000
Iron Bank,IB,2.078029208,302.5334862,9848.742523,0,0,58.0237,6492,5,0,7300000
Ruyi,RUYI,0.000436211,302.4896482,8499.538203,0,0,-18.0497,6493,4,0,1000000000
MetaZilla,MZ,6.21E-19,302.1812722,9439.700957,0,0,67.9506,6494,1,0,0
Axial,AXIAL,0.000510872,302.084808,9413.826827,0,0,68.3768,6495,3,0,863682
Movn,MOV,0.021292367,301.6368541,9499.915502,0,0,93.5794,6496,5,0,950000000
Class Coin,CLASS,0.006691436,301.5536916,9287.681715,0,0,-1.5537,6497,4,0,105648257
Flash Technologies,FLASH,0.000126228,300.1986303,9686.154567,0,0,-3.016,6498,1,0,0
Moola Market,MOO,0.004767092,299.1949054,8854.139809,0,0,14.7547,6499,5,0,100000000
SCROOGE,SCROOGE,5.26E-09,298.4253623,9403.559686,0,0,61.5028,6500,2,0,0
FLOOF,FLOOF,1.05E-07,297.9905184,9585.158203,0,0,202.7244,6501,2,0,0
AlgoStake,STKE,0.001108682,297.4864706,8810.699583,0,0,-3.5857,6502,4,0,1000000000
CronosNode,CRON,0.285803511,296.8254309,8755.739948,0,0,59.4637,6503,5,0,1000000
NirvanaMeta V2,MNU,0.001530171,296.6897217,8397.562379,0,0,0,6504,1,0,1000000000
X Doge,X,1.08E-08,293.0434846,8778.258845,0,0,-21.799,6505,4,0,1E+13
Pusuke Inu,PUSUKE,4.95E-08,292.2552863,8201.53483,0,0,0,6506,1,0,1E+12
Hulk Inu,HULK,3.43E-08,291.86556,8699.525471,0,0,72.3823,6507,3,0,1E+13
Athens,ATH,1.602771266,291.4164163,9259.518594,0,0,-26.2818,6508,3,0,0
Dash Diamond,DASHD,0.005648356,290.7632752,7158.24075,0,0,24.2795,6509,4,0,0
Mars Network,MARS,4.43E-05,290.3345832,8443.955877,0,0,-19.2211,6510,3,0,0
Jigen,JIG,0.001303382,290.2831137,8702.932224,0,0,25.2532,6511,2,0,100000000
Nody,NODY,1.82E-05,289.7909952,8552.940127,0,0,103.4908,6512,4,0,1000000000
Wrapped PKT,WPKT,0.002337708,289.6180203,8639.791262,0,0,35.4358,6513,12,0,71513571.2
Alpha Shares (New),$ALPHA,0.207920814,288.3761541,8545.0119,0,0,-36.6541,6514,2,0,1000000
HappyLand,HPL,0.001610261,287.9880734,8450.574249,0,0,-21.9734,6515,11,0,400000000
HubGame,HUB,0.000153034,283.9431475,8957.180486,0,0,10.9285,6516,1,0,50000000000
Karmaverse Zombie,SERUM,0.004315651,283.8747404,7690.340906,0,0,-21.047,6517,8,0,5578732
Jetset,JTS,0.000351863,281.186749,8509.532561,0,0,-38.9707,6518,5,0,1000000000
Relevant,REL,0.025728884,280.5609794,8773.335486,0,0,44.1028,6519,3,0,27777044.63
Dinger Token,DINGER,1.19E-06,280.5258889,8099.826026,0,0,20.3609,6520,5,0,1E+12
BurningMoon,BM,0.000301104,280.3233209,9245.981749,0,0,24.753,6521,3,0,0
Orca AVAI,AVAI,1.008763538,280.0124464,8381.00961,0,0,2.4982,6522,7,0,0
Tsuki no usagi,GYOKUTO,2.68E-05,279.9941913,8889.157103,0,0,-15.2489,6523,1,0,1000000000
Sishi Finance,SISHI,0.002751331,278.5602976,8576.410434,0,0,3.0654,6524,6,0,169544.4252
DragonSea,DGE,0.000362829,278.4210058,7661.802727,0,0,-47.3999,6525,3,0,0
Dinoland,DNL,0.000254723,278.0052704,7699.560298,0,0,-12.7136,6526,6,0,1000000000
BunnyPark Game,BG,1.83E-05,276.3460439,8923.673366,0,0,43.1413,6527,5,0,44458165
ORE Token,ORE,8.47E-11,274.9035977,8885.764656,0,0,25.4043,6528,8,0,0
Fame Reward Plus,FRP,78.61688234,274.406215,2794128.108,0,0,44.3267,6529,3,0,1000000
Zombie Runner,ZOMBIE,9.23E-06,273.8257631,8152.97613,0,0,40.4804,6530,1,0,1000000000
Zibu,ZIBU,1.82E-07,273.4444085,8830.00826,0,0,-23.3785,6531,1,0,1E+12
SnakeCity,SNCT,0.002594706,272.253943,7585.060781,0,0,30.2213,6532,1,0,974981821.4
Auroracoin,AUR,0.029545019,271.9960545,8815.991216,0,0,54.5335,6533,3,0,18078319.75
Wrapped ALGO,XALGO,0.273527334,271.4128941,7655.550113,0,0,60.6806,6534,1,0,0
Age of Tanks,A.O.T,0.000769598,271.128755,8169.30874,0,0,41.9478,6535,10,0,300000000
WSB.sh,WSBT,0.000220295,270.1367337,8555.036285,0,0,-26.5535,6536,5,0,5000000000
Xriba,XRA,0.0074363,269.5918063,8827.479591,0,0,-1.6714,6537,2,0,252890955.6
LimitSwap,LIMIT,5.465158537,269.2579707,8206.683298,0,0,11.8982,6538,2,0,30000
DYAKON,DYN,0.0002189,269.0824365,7394.107879,0,0,0,6539,5,0,10000000000
World of Cryptia,CRYPT,0.000372415,269.0181567,8598.169756,0,0,-13.6103,6540,6,0,0
Fayre,FAYRE,0.001730386,268.8056253,7876.32086,0,0,-13.454,6541,1,0,1000000000
Jackpot,777,0.002461206,268.3189542,7596.407231,0,0,48.0417,6542,3,0,70000000
AUX Coin,AUX,0.059090393,265.8458184,8176.843194,0,0,29.1456,6543,3,0,20603029
Football Decentralized,FBD,0.0006752,264.5252248,7871.970205,0,0,-22.7477,6544,1,0,1000000000
Sleep Future,SLEEPEE,0.000308496,264.2133671,7999.802633,0,0,-69.8641,6545,3,0,1000000000
Light DeFi,LIGHT,5.42E-05,262.4524566,7990.208164,0,0,-36.8128,6546,5,0,8965457277
Haki Token,HAKI,52.31998445,262.4348894,7726.269307,0,0,-7.2678,6547,1,0,10000
Cultiplan(CTPL),CTPL,0.00690454,261.0597512,8277.470312,0,0,46.9657,6548,2,0,3000000000
QAtar,QATAR,4.56E-07,260.2212745,8210.009122,0,0,-47.12,6549,3,0,2.02211E+11
TETU,TETU,0.021603663,259.8246819,8128.458975,0,0,44.9609,6550,26,0,0
SafeMoonCash,SAFEMOONCASH,5.28E-12,259.4121537,8421.431327,0,0,32.0982,6551,9,0,0
GreenZoneX,GZX,3.66E-05,259.0776565,7820.196767,0,0,-36.7381,6552,5,0,0
MYTE,MYTE,0.000197656,258.7247177,7173.679062,0,0,11.5456,6553,6,0,3000000000
HeroPark,HP,0.000397173,257.3354812,8194.321873,0,0,14.169,6554,2,0,0
HyperonChain,HPN,0.001408686,256.1801623,7770.023036,0,0,-82.2391,6555,3,0,120000000
Triveum,TRV,8.72E-05,255.8678591,7537.277237,0,0,34.4871,6556,2,0,200000000
KaraStar UMY,UMY,0.001085692,254.6019452,7556.152785,0,0,18.8082,6557,4,0,0
Hudi,HUDI,0.179274564,253.2913278,7956.79702,0,0,13.0149,6558,2,0,0
Hodl Finance,HFT,1.08E-05,252.5618893,8128.329546,0,0,24.5233,6559,2,0,2.1E+11
XGOLD COIN,XGOLD,0.001664738,252.1897537,7166.265579,0,0,-3.3237,6560,2,0,100000000
VIP Token,VIP,8.53E-09,252.0490599,8112.68481,0,0,2.9081,6561,2,0,0
0xDAO,OXD,0.000633755,251.627117,7389.628229,0,0,-50.4557,6562,49,0,31499808
Identity,IDTT,0.000742776,251.5380049,8043.37019,0,0,-1.4438,6563,5,0,1000000000
Penguin Finance,PEFI,0.013286039,250.6365721,8145.883133,0,0,66.0679,6564,15,0,15264810
The Everlasting Parachain,ELP,0.02655046,250.3477932,7589.453183,0,0,18.3305,6565,7,0,0
TreeDefi,SEED,0.057917748,249.7497926,7101.971462,0,0,8.6476,6566,12,0,0
